title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr_rev,director_tr_rev,production_company_tr_roi,English,title_length,rel_month,rel_year
300: Rise of an Empire,Action,True,110.0,337.580051,6.0,6.1,12.904677,102.0,42,90,1382.4560039999997,10.569964000000027,3.241003477946017,True,18,March,2014
Veronica Mars,Comedy,False,6.0,3.485127,6.0,6.5,7.510159,107.0,53,25,1561.214742,0.0,3.3469309430641263,True,12,March,2014
Need for Speed,Action,False,66.0,203.277636,6.0,6.1,18.271383,130.0,46,69,196.351273,0.0,2.9800950461154962,True,12,March,2014
Divergent,Adventure,True,85.0,288.747895,2.0,6.9,21.572585,139.0,21,95,3077.853553,248.764472,4.09897972071851,True,9,March,2014
Under the Skin,Thriller,False,13.3,5.380251,10.0,6.0,6.707974,108.0,24,62,864.8675739999999,0.0,1.0,True,12,March,2014
Better Living Through Chemistry,Drama,False,5.0,0.075143,4.0,5.9,7.3922940000000015,91.0,10,6,2203.235155,0.0,1.0,True,28,March,2014
The Signal,Thriller,False,4.0,0.600896,3.0,5.8,8.536786,95.0,12,52,44.03024600000001,0.0,1.0,True,9,March,2014
Rio 2,Animation,True,103.0,500.188435,2.0,6.3,8.18534,102.0,21,22,5296.049621,2032.2633569999998,6.4879844660377355,True,4,March,2014
Captain America: The Winter Soldier,Action,True,170.0,714.766572,1.0,7.6,18.717704,136.0,70,41,7074.158883,130.43136800000002,4.096215457697641,True,31,March,2014
Muppets Most Wanted,Comedy,True,50.0,80.38329,2.0,6.2,7.244956,112.0,66,7,981.5312260000001,165.18423700000005,4.352426887096775,True,17,March,2014
Noah,Drama,False,125.0,362.637473,4.0,5.5,14.924487,139.0,18,75,11574.501787000001,398.42387600000006,2.925912267085141,True,4,March,2014
50 to 1,Comedy,False,10.0,1.064454,1.0,5.7,2.691651,110.0,12,3,233.55686400000002,0.0,1.0,True,5,March,2014
God's Not Dead,Drama,True,17.0,29.789,1.0,5.9,6.097499,113.0,19,9,0.0,0.0,1.0,True,12,March,2014
Moms' Night Out,Comedy,False,5.0,10.429707,5.0,5.5,6.127301999999999,98.0,22,27,174.680068,0.0,2.394408731068844,True,13,March,2014
The Raid 2,Action,True,4.5,2.627209,2.0,7.6,8.434884,150.0,16,23,4.105186999999999,4.105186999999999,1.0,False,8,March,2014
Sabotage,Action,False,35.0,17.508518,5.0,5.5,6.9665050000000015,110.0,57,50,8122.155881,119.663291,2.122482125,True,8,March,2014
Locke,Drama,False,2.0,4.6353,3.0,6.9,12.792394,85.0,12,27,247.81917800000002,8.352885,0.07119166666666667,True,5,April,2014
Joe,Drama,False,4.0,2.365467,4.0,6.5,13.784411,118.0,21,32,4701.710625000001,163.24667000000002,0.0014811428571428634,True,3,April,2014
Draft Day,Drama,False,25.0,28.831145000000006,2.0,6.5,5.596449,109.0,19,29,3746.414429,1585.53216,4.056160616723206,True,8,April,2014
The Amazing Spider-Man 2,Action,True,200.0,705.717432,4.0,6.5,26.23687,142.0,65,102,4632.075418,812.938591,2.4387207642322406,True,21,April,2014
Heaven is for Real,Drama,False,12.0,101.332962,3.0,6.1,7.8837100000000015,99.0,10,15,807.0191670000002,174.91215499999998,2.3936928851067383,True,15,April,2014
Transcendence,Thriller,False,100.0,103.039258,4.0,5.9,9.730176,119.0,41,67,8799.383927,0.0,2.5720588098913204,True,13,April,2014
The Other Woman,Comedy,False,40.0,196.781193,2.0,6.2,9.389354,109.0,16,4,7916.913037,328.87217599999997,3.1873306882925445,True,13,April,2014
Black Rose,Drama,False,7.0,0.85545,2.0,2.0,2.482771,83.0,9,8,19.349027999999997,0.0,1.0,True,9,April,2014
13 Sins,Horror,False,5.0,0.013809,6.0,6.2,9.067788,93.0,24,37,1.2522870000000002,67.73809,1.0,True,6,April,2014
Brick Mansions,Action,False,28.0,68.896829,4.0,5.7,7.482958999999999,90.0,12,39,2535.496696,0.0,0.6499852628654973,True,13,April,2014
Barbecue,Comedy,False,6.0,14.348529,4.0,5.8,4.707275,98.0,13,3,207.34580900000003,0.0,0.7015633371691599,False,8,April,2014
Walk of Shame,Comedy,False,15.0,0.059209,3.0,5.8,7.844705,95.0,20,13,1920.180602,258.58983000000006,1.8541622637770898,True,11,May,2014
Decoding Annie Parker,Drama,False,2.0,0.04839,4.0,5.5,3.880541000000002,91.0,10,34,2604.3805300000004,0.0,1.0,True,19,May,2014
Neighbors,Comedy,True,18.0,268.1574,3.0,6.2,11.90575,96.0,51,36,2850.931428,249.11252199999996,2.954874410892833,True,9,May,2014
Chef,Comedy,False,11.0,45.967935,3.0,7.2,8.720309,114.0,27,95,222.72200400000003,1627.1259570000002,0.0,True,4,May,2014
Million Dollar Arm,Drama,False,25.0,38.307627,1.0,6.6,9.453942,124.0,14,2,1412.761199,36.215900000000005,2.9107893941240315,True,16,May,2014
Godzilla,Action,False,160.0,529.0760690000002,5.0,6.1,14.019239,123.0,35,170,862.2196230000001,4.242977999999994,3.3381305635648757,True,8,May,2014
X-Men: Days of Future Past,Action,True,250.0,747.862775,7.0,7.5,26.058586,131.0,65,86,5764.285478,1516.4374389999998,3.19691297827605,True,22,May,2014
The Fault in Our Stars,Romance,False,12.0,307.166834,3.0,7.6,16.274653,125.0,49,65,472.8456910000001,0.08107100000000855,2.423706497916667,True,18,May,2014
The Rover,Crime,False,12.25,2.295423,8.0,6.1,6.561373,103.0,10,48,5089.769550999999,1.0,0.23533379999999998,True,8,May,2014
The Homesman,Other,False,16.0,3.442853,3.0,6.4,7.375146000000001,122.0,22,63,4911.8192340000005,12.036149,0.8024099333333333,True,11,May,2014
Foxcatcher,Drama,False,24.0,12.0963,3.0,6.5,8.10357,134.0,22,50,7334.656133999999,159.291046,1.132506205704408,True,10,May,2014
"Two Days, One Night",Drama,False,7.0,6.860853,14.0,6.8,6.868022,95.0,12,34,310.998627,5.507395999999999,6.571408222222222,False,16,May,2014
Blended,Comedy,False,40.0,123.49461,4.0,6.6,10.395472,117.0,31,9,6376.986545,862.111758,5.9186245294117645,True,7,May,2014
The Babadook,Drama,False,2.0,6.676471,4.0,6.5,8.832788,93.0,36,33,189.635844,0.0,1.2048620000000003,True,11,May,2014
Mommy,Drama,False,4.9,3.49407,4.0,8.2,14.876086,138.0,31,11,0.012249999999999872,0.07523500000000016,0.2950990891264469,True,5,May,2014
The Salvation,Drama,False,10.5,42.07,3.0,6.2,8.253705,100.0,47,16,1925.2679039999998,0.0,0.0,False,12,May,2014
Heropanti,Romance,False,4.2,10.0,1.0,5.4,2.031919,146.0,6,7,40.567333,0.0,1.0,False,9,May,2014
Edge of Tomorrow,Action,False,178.0,370.541256,6.0,7.6,31.982986,113.0,40,111,9405.712781999999,971.619396,2.3299610099381622,True,14,May,2014
Maleficent,Fantasy,False,180.0,758.5397849999998,3.0,7.0,19.467404,97.0,82,14,4884.57972,0.0,2.907120768257698,True,10,May,2014
The Grand Seduction,Comedy,False,12.7,3.430018,2.0,6.7,15.108282999999998,112.0,10,37,1817.5609009999998,0.0,1.0,True,17,May,2014
Bangalore Days,Drama,False,7.4,1.3,2.0,7.4,0.955596,172.0,16,7,2.9999999999999996,0.0,1.0,False,13,May,2014
French Women,Comedy,False,5.0,12.058187,1.0,5.6,6.976069,116.0,43,4,14.76584,0.0,1.0,False,11,June,2014
Jersey Boys,Music,False,40.0,67.347013,1.0,6.8,6.447072,134.0,71,27,1384.251611,2252.550693,3.3422486010452355,True,10,June,2014
22 Jump Street,Crime,True,50.0,188.441614,8.0,7.0,10.901496,112.0,25,34,2629.757654,913.734486,2.4585092610291976,True,12,June,2014
Boyhood,Drama,False,4.0,44.349,2.0,7.5,6.4305910000000015,164.0,81,28,1142.704522,305.759986,2.2250615000000002,True,7,June,2014
White God,Drama,False,2.2,0.282358,3.0,6.6,6.313465,121.0,9,16,0.0,0.0,1.0,False,8,June,2014
How to Train Your Dragon 2,Fantasy,True,145.0,609.123048,2.0,7.6,12.256689,102.0,17,29,4488.672742999999,145.771527,3.323848007449857,True,21,June,2014
Earth to Echo,Family,False,13.0,45.3,2.0,5.7,12.412221,89.0,27,59,0.0,0.0,1.0,True,11,June,2014
Think Like a Man Too,Comedy,True,24.0,70.181428,1.0,6.3,7.576924000000001,105.0,23,18,456.46847900000006,982.087416,1.0,True,16,June,2014
Transformers: Age of Extinction,Science Fiction,True,210.0,1091.405097,8.0,5.8,18.495599,165.0,41,86,3477.9239690000004,4671.708171,2.925681319463451,True,28,June,2014
Dawn of the Planet of the Apes,Science Fiction,True,170.0,710.644566,3.0,7.3,75.385211,130.0,33,146,4161.622576000001,194.90963899999997,2.537082301020408,True,24,June,2014
Mrs. Brown's Boys D'Movie,Comedy,False,5.9,23.0,3.0,4.7,1.840891,94.0,38,28,0.0,0.0,2.3289097949815627,True,22,June,2014
Tammy,Comedy,False,20.0,100.525432,2.0,5.0,7.359522,97.0,40,46,2393.725405,0.0,2.531645333232217,True,5,July,2014
Lucy,Action,False,40.0,126.546825,5.0,6.3,36.447603,89.0,59,75,5073.017902,564.270173,2.9728340953265664,True,4,July,2014
Step Up All In,Romance,True,45.0,86.165646,2.0,6.7,8.588925999999999,112.0,99,8,463.06431200000003,0.0,4.004996356532473,True,11,July,2014
The Purge: Anarchy,Horror,True,9.0,108.782847,5.0,6.6,27.756026,104.0,41,64,138.46310400000002,89.32862699999998,2.9734697103054093,True,16,July,2014
Sex Tape,Comedy,False,40.0,126.069509,4.0,5.2,27.470696000000004,97.0,28,44,7924.206194,236.76017900000005,2.2136288,True,7,July,2014
Planes: Fire & Rescue,Animation,True,50.0,151.16578700000005,4.0,5.8,7.579855,83.0,37,16,2304.385362,0.0,2.9316940396893636,True,18,July,2014
And So It Goes,Comedy,False,18.0,25.312387,3.0,5.7,7.696839999999999,94.0,33,16,3599.5162350000005,933.534114,2.159816469700237,True,11,July,2014
Hercules,Action,False,100.0,243.4,4.0,5.6,19.606895,99.0,26,77,4077.365071,1732.569172,2.960653609826941,True,8,July,2014
Kick,Action,False,22.0,55.0,,6.0,7.366331,146.0,13,16,83.835295,0.0,1.0,False,4,July,2014
Magic in the Moonlight,Comedy,False,16.8,51.029361,2.0,6.5,6.626077,97.0,31,3,3498.5026640000006,871.7868960000001,5.511456388888891,True,19,July,2014
A Most Wanted Man,Thriller,False,15.0,31.554855,8.0,6.5,10.432407,121.0,28,42,3930.1694549999993,73.62383200000001,0.4722726177893333,True,14,July,2014
The Admiral: Roaring Currents,Adventure,False,9.5,112.156811,2.0,7.0,5.062755999999999,126.0,15,7,165.33013799999998,49.0,1.9910644615676945,False,26,July,2014
Guardians of the Galaxy,Action,True,170.0,773.328629,4.0,7.9,53.291601,121.0,80,105,4198.070066,0.3241379999999481,4.116877572390572,True,20,July,2014
The Expendables 3,Action,True,90.0,206.172544,6.0,6.1,14.753545,127.0,31,85,12203.707652000001,0.0,2.0462939665336886,True,15,August,2014
The Hundred-Foot Journey,Drama,False,22.0,88.880821,7.0,7.3,14.466789000000002,122.0,39,5,731.866059,664.990033,3.5346964667431187,True,22,August,2014
Into the Storm,Action,False,50.0,160.602194,4.0,5.8,9.092925,89.0,98,81,1984.788765,157.88764299999997,2.5413095857985875,True,12,August,2014
Teenage Mutant Ninja Turtles,Science Fiction,True,125.0,477.2,3.0,5.8,22.337973,101.0,28,54,1710.9534249999997,503.4667560000001,2.956820534188099,True,25,August,2014
Stand by Me Doraemon,Fantasy,True,35.0,83.06115799999998,1.0,7.0,6.493765,90.0,24,5,0.0,128.765853,1.0,False,17,August,2014
The Giver,Drama,False,25.0,66.980456,4.0,6.4,12.472206,94.0,23,18,5153.895455,1115.6084620000001,2.4145490236512077,True,8,August,2014
Let's Be Cops,Comedy,False,17.0,136.621271,3.0,6.4,15.962793,104.0,74,71,5.661872999999986,175.08583800000005,3.1900467041142586,True,11,August,2014
"As Above, So Below",Horror,False,5.0,40.1,3.0,6.1,10.846585,93.0,16,51,0.0,74.438594,2.9802942854903423,True,15,August,2014
Life After Beth,Romance,False,2.4,0.088273,4.0,5.0,5.486893,90.0,20,12,1141.191201,0.0,1.0,True,13,August,2014
Sin City: A Dame to Kill For,Crime,True,65.0,39.407616,7.0,6.3,20.623642,102.0,50,68,3362.1128049999998,1045.454068,2.6461965460331247,True,22,August,2014
Clouds of Sils Maria,Drama,False,6.6,1.851517,3.0,6.7,8.151346,124.0,12,19,4889.588345,0.9564329999999999,1.0,True,17,August,2014
If I Stay,Drama,False,11.0,78.874843,2.0,7.3,9.659244,106.0,43,22,336.692764,0.0,2.547743382985601,True,7,August,2014
"Kidnapping, Caucasian Style",Romance,False,3.5,0.179,1.0,1.7,0.5246529999999999,95.0,15,2,19.31055,0.0,1.0,False,25,August,2014
The Prince,Thriller,False,18.0,266.5868,4.0,4.6,16.219485,93.0,25,49,7534.711119,0.0,0.16273449869979756,True,9,August,2014
When the Game Stands Tall,Drama,False,15.0,30.127963,2.0,6.3,6.617708,115.0,65,6,2162.3384050000004,205.32773100000003,0.8884715094339624,True,21,August,2014
Birdman,Drama,False,18.0,103.215094,5.0,7.4,18.193263,119.0,50,77,5307.77746,241.81427399999998,0.07521684374999982,True,7,August,2014
The November Man,Crime,False,15.0,32.556119,3.0,6.0,13.310556,108.0,38,16,4165.916488,747.6419610000002,2.301947796296296,True,14,August,2014
Predestination,Science Fiction,False,5.5,3.0,4.0,7.3,10.524204,97.0,62,44,1217.978914,51.41646400000001,0.0,True,14,August,2014
Before I Go to Sleep,Mystery,False,22.0,15.447154,6.0,6.2,14.921298,92.0,10,44,3453.883847,0.0,1.1758335463146306,True,16,September,2014
The Green Inferno,Action,False,5.0,6.833444999999998,5.0,5.0,9.336019,100.0,21,57,0.1066419999999999,146.751849,2.11244066,True,15,September,2014
Big Game,Action,False,8.5,7.5,10.0,5.3,6.911759,90.0,17,57,3913.569533,0.0,1.0,True,7,September,2014
5 Flights Up,Drama,False,6.0,1.020921,3.0,5.9,9.383088,92.0,32,12,4695.356976,134.032725,0.012015557142857142,True,10,September,2014
Black or White,Drama,False,9.0,21.571189,1.0,6.5,10.763583,121.0,32,10,2821.1336040000006,22.222308,3.2561352500000003,True,12,September,2014
Miss Julie,Drama,False,5.5,5.0,1.0,5.8,3.791712,120.0,4,10,2949.208778,0.0,1.0,True,9,September,2014
Cake,Drama,False,7.0,2.360281,3.0,6.2,10.197503,102.0,22,46,3282.797061,48.476124999999996,1.0,True,4,September,2014
My Old Lady,Romance,False,5.0,7.5272320000000015,3.0,6.1,11.127162,107.0,9,5,1878.091861,0.0,2.359865284281355,True,9,September,2014
This Is Where I Leave You,Drama,False,19.8,41.29632,3.0,6.5,11.313659,103.0,33,9,1952.079574,1827.866461,2.449056789473684,True,20,September,2014
The Maze Runner,Action,True,34.0,348.319861,6.0,7.0,76.93789,113.0,37,81,0.10091499999998632,0.0,3.3003079153005466,True,13,September,2014
No Good Deed,Crime,False,13.2,53.830415,1.0,5.6,24.644321,83.0,18,62,995.161699,0.0,2.9242261666666662,True,10,September,2014
Gemma Bovery,Romance,False,9.7,0.154701,10.0,6.2,5.105914,99.0,18,21,728.5105179999999,0.318982,2.104988710774946,False,11,September,2014
Beyond the Lights,Romance,False,7.0,14.618727,5.0,7.0,6.293515,116.0,42,79,584.6941269999999,65.83351299999998,1.9357294533898306,True,15,September,2014
The Boxtrolls,Animation,False,60.0,108.25577,1.0,6.6,11.563909,97.0,18,74,2545.844358,0.0,1.0,True,12,September,2014
Atlas Shrugged Part III: Who is John Galt?,Drama,True,5.0,0.8467040000000001,1.0,3.9,1.845554,99.0,14,13,1.166278,0.0,1.0,True,35,September,2014
The Drop,Drama,False,12.6,19.054534,2.0,6.7,11.695036,106.0,22,49,1225.6042960000002,0.0,3.91037887905199,True,7,September,2014
Dolphin Tale 2,Family,True,36.0,52.424533,4.0,6.7,8.268684,107.0,62,26,4184.309828,125.346114,2.2554949029661295,True,12,September,2014
The Guest,Mystery,False,5.0,2.367161,2.0,6.5,6.441964,99.0,11,38,0.40142100000000003,14.347000000000001,3.0703204347826083,True,8,September,2014
A Walk Among the Tombstones,Crime,False,28.0,53.1816,8.0,6.2,14.914924,113.0,48,58,3890.8784100000003,5.36703,1.688807243498818,True,23,September,2014
Tusk,Comedy,False,2.8,1.826705,4.0,5.1,6.820925,102.0,10,18,1237.151517,243.516369,1.0,True,4,September,2014
The Equalizer,Thriller,False,55.0,192.330738,6.0,7.1,17.618057,132.0,38,82,3969.130554,699.540412,2.4644302061013463,True,12,September,2014
Marshland,Mystery,False,4.0,5.169755,3.0,7.1,11.127717,105.0,15,37,9.804978000000002,0.0,1.0,False,9,September,2014
Gone Girl,Mystery,False,61.0,369.330363,6.0,7.9,154.80100900000005,145.0,72,82,3799.404116,1770.015962,3.201035271911258,True,8,October,2014
The Book of Life,Romance,False,50.0,97.437106,4.0,7.3,10.337994,95.0,27,16,6055.1355459999995,0.0,3.2240635815605274,True,13,October,2014
Dracula Untold,Horror,False,70.0,215.529201,5.0,6.2,16.316318,92.0,23,112,373.86975000000007,0.0,2.982390046829998,True,13,October,2014
Annabelle,Horror,True,6.5,255.273813,4.0,5.5,23.242452,99.0,23,46,0.0,51.37686099999999,2.557478012705833,True,9,October,2014
Torrente 5: Operación Eurovegas,Action,True,9.272437,11.672363,3.0,5.2,4.207751,105.0,49,12,12.966736,0.0,1.0,False,28,October,2014
Left Behind,Thriller,False,16.0,19.682924,1.0,3.7,11.519053,110.0,27,53,5600.583485000001,0.0,1.0,True,10,October,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family,False,28.0,100.654149,3.0,6.1,7.8610039999999985,81.0,35,63,4515.390666,23.717225999999997,2.9321700590200166,True,50,October,2014
The Judge,Drama,False,50.0,83.719388,4.0,7.2,17.887943,141.0,16,39,7774.6774159999995,546.789014,2.320570483934796,True,8,October,2014
99 Homes,Drama,False,8.0,1.4119270000000002,4.0,6.8,6.60913,112.0,43,23,3590.038325,0.0,0.0,True,7,October,2014
Kill the Messenger,Thriller,False,5.0,2.450846,2.0,6.6,13.524048,112.0,17,9,1950.8785460000001,1.7628790000000003,1.0,True,16,October,2014
St. Vincent,Comedy,False,13.0,54.837234,4.0,7.1,13.655752,102.0,28,12,3283.032991,0.0,2.4235164841568864,True,10,October,2014
Whiplash,Drama,False,3.3,13.092,3.0,8.3,64.29999000000001,105.0,51,64,110.26904300000001,0.0,2.91946966,True,8,October,2014
Escobar: Paradise Lost,Thriller,False,17.0,3.758328,6.0,6.1,12.543659,120.0,9,33,2988.687684,0.0,1.0,True,20,October,2014
The Loft,Thriller,False,14.0,10.07679,3.0,6.4,14.443362,108.0,16,14,1763.0788870000001,0.0,0.8577854500000001,True,7,October,2014
Samba,Drama,False,20.0,0.15153,3.0,6.4,11.024334,118.0,24,8,497.699441,426.480871,2.0492581715371467,False,5,October,2014
Fury,War,False,68.0,211.817906,6.0,7.4,36.713807,135.0,20,92,11179.069761,137.171809,2.469536888281787,True,4,October,2014
The Best of Me,Drama,False,26.0,35.926213,1.0,7.2,8.196975,117.0,34,5,1822.4329440000001,134.736859,1.9401270699588475,True,11,October,2014
Treehouse,Thriller,False,3.25,3.25,2.0,3.5,1.574542,96.0,17,27,0.0,0.0,1.0,True,9,October,2014
John Wick,Action,True,20.0,88.761661,5.0,7.0,183.870374,101.0,35,57,3793.485018,0.0,3.9407232076171788,True,8,October,2014
Nightcrawler,Crime,False,8.5,38.697217,2.0,7.6,21.277073,117.0,29,79,2523.926303,0.0,2.984343020637899,True,12,October,2014
Ouija,Horror,True,5.0,103.590271,9.0,4.9,13.288564,89.0,19,50,18.43576300000001,0.0,2.9829491785792364,True,5,October,2014
Big Hero 6,Adventure,False,165.0,652.1054429999998,2.0,7.8,213.849907,102.0,46,39,0.0,309.9799939999999,2.9340923437506574,True,8,October,2014
Kung Fu Jungle,Crime,False,25.0,0.129115,3.0,6.5,6.636514,100.0,10,8,372.582993,9.687615,0.4240405682242991,False,12,October,2014
Interstellar,Adventure,False,165.0,675.120017,5.0,8.1,32.213481,169.0,36,120,5760.95916,3552.4116989999993,2.9646143191421186,True,12,November,2014
Suite Française,Drama,False,15.0,9.104716,5.0,7.1,5.02124,107.0,15,25,497.399206,0.0,1.0,True,14,November,2014
The Opposite Sex,Comedy,False,3.3,0.045,2.0,4.1,3.436499,96.0,7,4,93.134529,0.0,1.0,True,14,November,2014
Dumb and Dumber To,Comedy,True,40.0,169.83701000000005,4.0,5.4,15.402597,110.0,82,26,5586.961951,1048.872165,2.603108285620597,True,15,November,2014
The Imitation Game,Other,False,14.0,233.555708,2.0,8.0,31.59594,113.0,68,43,3523.6039230000006,15.69970699999999,1.0,True,16,November,2014
The Hunger Games: Mockingjay - Part 1,Science Fiction,True,125.0,752.100229,2.0,6.6,147.098006,123.0,54,135,6261.0805439999995,1777.8134199999995,4.757473943389592,True,31,November,2014
Penguins of Madagascar,Family,True,132.0,373.552094,1.0,6.5,22.201607,92.0,16,4,0.0,1308.3388879999998,3.3911311222222227,True,20,November,2014
Horrible Bosses 2,Comedy,True,42.0,107.670357,3.0,6.1,20.903362,108.0,19,33,2267.863604,76.814303,2.6155772834783497,True,15,November,2014
The Theory of Everything,Drama,False,15.0,123.726688,1.0,7.8,11.85302,123.0,45,86,177.42410399999997,3.377931000000004,1.7214482666666668,True,21,November,2014
Paddington,Family,False,55.0,259.207227,9.0,7.0,15.686837,95.0,68,8,2274.117731,0.08100999999999203,2.454589546653171,True,10,November,2014
Zid,Thriller,False,1.556288,1.2683950000000002,,7.5,0.195677,128.0,5,3,0.0,0.0,1.0,True,3,November,2014
Exodus: Gods and Kings,Adventure,False,140.0,268.031828,4.0,5.6,16.320249,150.0,24,155,4627.912856999999,2786.955279,1.6506062931140058,True,19,December,2014
The Pyramid,Horror,False,6.5,13.865435,3.0,4.6,9.312354,89.0,11,54,88.02878400000003,0.0,1.0,True,10,December,2014
Wild,Drama,False,15.0,52.501541,3.0,7.0,11.209154,115.0,57,69,2846.930754,82.60817399999999,3.86794220735219,True,4,December,2014
Still Alice,Drama,False,5.0,43.884652,4.0,7.5,8.823253,99.0,18,16,7434.032265,0.0,0.27202622758799205,True,10,December,2014
The Hobbit: The Battle of the Five Armies,Action,True,250.0,956.019788,5.0,7.1,31.718977,144.0,42,127,11198.813854,5572.224871,5.222060883885385,True,34,December,2014
American Sniper,War,False,58.8,542.3074230000002,6.0,7.4,19.228561,133.0,81,74,2411.626745,2319.8977059999997,2.3137771415961135,True,14,December,2014
Seventh Son,Adventure,False,95.0,114.17861299999998,6.0,5.2,15.297821,102.0,35,55,4553.441857,26.527510000000007,3.2293826482504606,True,10,December,2014
Taken 3,Thriller,True,48.0,325.771424,9.0,6.1,18.081483,109.0,56,100,5715.8335289999995,546.0867089999999,3.213571315497299,True,6,December,2014
Night at the Museum: Secret of the Tomb,Adventure,True,127.0,349.424282,5.0,6.1,19.539436,97.0,26,108,5987.708493,1869.162781,3.235957595406057,True,32,December,2014
PK,Comedy,False,13.0,120.0,2.0,7.7,12.58752,153.0,15,8,334.336031,70.0,1.0,False,2,December,2014
Annie,Comedy,False,65.0,133.82181599999998,5.0,6.0,13.275529,119.0,40,60,3628.358878,244.03517200000002,2.4734597346770886,True,5,December,2014
Big Eyes,Drama,False,10.0,28.883511,4.0,6.8,7.412826,105.0,38,14,3467.664387,3707.546894,2.6087165686347507,True,7,December,2014
Inherent Vice,Comedy,False,20.0,11.110975,3.0,6.5,13.52638,148.0,101,24,6858.836072,214.242727,0.8830643749999999,True,12,December,2014
The Gambler,Thriller,False,25.0,39.17113,4.0,5.7,8.728556,111.0,22,21,7160.533902,482.86018499999994,2.9796818360809816,True,10,December,2014
Selma,Other,False,20.0,66.787908,5.0,7.4,7.107071,127.0,38,18,721.139515,0.0,2.95305070703125,True,5,December,2014
Into the Woods,Fantasy,False,50.0,212.902372,3.0,5.6,9.580785,125.0,19,76,4460.17907,1568.559011,2.9512039563114487,True,12,December,2014
Unbroken,Drama,False,65.0,163.442937,3.0,7.3,10.543955,137.0,79,92,597.0330519999999,0.30387699999999995,3.117658321925754,True,8,December,2014
The Water Diviner,War,False,22.5,15.520023000000002,2.0,6.8,9.615664,112.0,24,111,4042.310472,0.0,1.0,True,15,December,2014
The Interview,Action,False,44.0,12.342632,2.0,6.1,14.526049,112.0,38,24,5251.045822,126.041322,2.471064577365991,True,12,December,2014
A Most Violent Year,Crime,False,20.0,12.00707,7.0,6.5,17.187707999999994,125.0,22,78,2146.73791,25.612758999999997,5.945967600000001,True,16,December,2014
Blackhat,Crime,False,70.0,17.75294,3.0,5.1,14.932368,133.0,19,54,1778.2549949999998,1023.1925170000001,2.990278601906775,True,8,January,2015
Tracers,Action,False,11.0,0.593683,6.0,5.9,9.056173,94.0,21,21,3101.0037859999998,0.0,1.0,True,7,January,2015
The Wedding Ringer,Comedy,False,23.0,79.79988,3.0,6.5,12.21459,101.0,23,4,442.77036899999996,0.0,2.5827745980192915,True,16,January,2015
Mortdecai,Comedy,False,60.0,30.41856,4.0,5.4,10.241861,106.0,14,61,15583.273162,145.12985700000002,4.98436351686365,True,9,January,2015
Ex Machina,Drama,False,15.0,36.869414,4.0,7.6,14.14078,108.0,11,60,358.71971799999994,0.0,1.8823856612903225,True,9,January,2015
Aferim!,Drama,False,1.379375,0.105097,3.0,7.5,2.214179,108.0,12,12,0.0,0.0,1.0,False,7,January,2015
The Boy Next Door,Thriller,False,4.0,52.425855,4.0,4.1,10.200398,91.0,19,37,1532.82971,1366.147888,2.9745358649481153,True,14,January,2015
Italiano medio,Comedy,False,1.81672,4.5418,,6.0,3.782108,90.0,8,12,0.0,0.0,1.0,False,13,January,2015
The Lazarus Effect,Thriller,False,3.3,64.11072800000001,3.0,5.1,5.840554,83.0,9,45,823.4819080000001,2.5505079999999936,4.627978201114353,True,16,January,2015
Project Almanac,Science Fiction,False,12.0,32.248241,4.0,6.4,9.363482,106.0,16,28,0.0,0.0,2.9771687349793523,True,14,January,2015
Kingsman: The Secret Service,Crime,True,81.0,414.351546,4.0,7.6,28.224212,130.0,54,26,5303.151571,597.223267,3.228056243498154,True,25,January,2015
Jupiter Ascending,Science Fiction,False,176.000003,183.987723,4.0,5.2,21.463465,124.0,66,103,4427.43657,1257.533678,2.398153922906295,True,16,February,2015
It Follows,Horror,False,2.0,14.674076,3.0,6.6,20.359336,100.0,29,29,8.858401,0.0,1.0,True,9,February,2015
The SpongeBob Movie: Sponge Out of Water,Animation,True,74.0,311.594032,6.0,5.7,12.334689,93.0,61,98,280.323584,0.0,2.976921499985378,True,34,February,2015
Yennai Arindhaal,Romance,False,7.9,16.0,1.0,6.6,0.8643299999999999,176.0,15,22,151.70000299999998,26.0,1.0,False,15,February,2015
Fifty Shades of Grey,Drama,True,40.0,571.006128,3.0,5.2,33.068431,125.0,17,36,21.571189000000004,0.0,2.057808590673575,True,17,February,2015
Demonic,Thriller,False,3.0,3.387,4.0,5.0,9.234943,83.0,14,47,823.693747,0.0,1.657291205479452,True,7,February,2015
The Gunman,Action,False,40.0,13.644292000000002,11.0,5.5,11.429831,115.0,28,99,2842.072617,289.24129300000004,1.1517806274232394,True,9,February,2015
Wolf Totem,Adventure,False,38.0,123.205624,2.0,6.4,6.5426470000000005,116.0,5,8,72.28778299999999,566.753582,1.0,False,9,February,2015
Dragon Blade,Action,False,65.0,121.545703,9.0,5.9,5.462048,127.0,37,10,5084.766033,0.0,0.0,False,11,February,2015
The DUFF,Romance,False,8.5,43.528634,3.0,6.8,8.592449,100.0,16,49,253.50955,0.0,1.8798267857142856,True,7,February,2015
The Battalion,War,False,10.0,7.547762,2.0,5.9,1.5576709999999998,120.0,11,24,0.0,0.0,1.5252757202797202,False,12,February,2015
